Gene	sgRNA	time|beta	time|z	time|p-value	time|fdr	time|wald-p-value	time|wald-fdr	common|beta	common|z	common|p-value	common|fdr	common|wald-p-value	common|wald-fdr	BG11_Control|beta	BG11_Control|z	BG11_Control|p-value	BG11_Control|fdr	BG11_Control|wald-p-value	BG11_Control|wald-fdr	BG11_Lys|beta	BG11_Lys|z	BG11_Lys|p-value	BG11_Lys|fdr	BG11_Lys|wald-p-value	BG11_Lys|wald-fdr
glbN	5	5.6084e-05	0.011195	0.98808	0.99804	0.99107	0.99547	7.0105e-06	0.011195	0.98808	0.99804	0.99107	0.99547	-0.016	-0.54429	0.84134	0.99194	0.58624	0.77409	0.016007	0.54445	0.83509	0.99154	0.58614	0.77045
trxA2	5	-0.02517	-3.6975	0.19207	0.86532	0.00021771	0.0027555	-0.0031463	-3.6975	0.19207	0.86532	0.00021771	0.0027555	0.0024797	0.062199	0.93142	0.99664	0.9504	0.97949	-0.005626	-0.1411	0.89859	0.99698	0.88779	0.94838
sll0249	5	0.01158	1.2934	0.36753	0.98276	0.19589	0.39302	0.0014474	1.2934	0.36753	0.98276	0.19589	0.39302	-0.035923	-0.68317	0.62251	0.99097	0.4945	0.71312	0.037371	0.71056	0.60531	0.99154	0.47736	0.69446
folC	5	0.013908	1.2885	0.28703	0.94593	0.19757	0.39468	0.0017385	1.2885	0.28703	0.94593	0.19757	0.39468	0.062225	0.98097	0.35248	0.94947	0.32661	0.57522	-0.060486	-0.95333	0.36674	0.94952	0.34042	0.58518
sll1601	5	0.0063299	1.0024	0.61489	0.99779	0.31616	0.51946	0.00079123	1.0024	0.61489	0.99779	0.31616	0.51946	-0.045232	-1.2232	0.52716	0.98134	0.22126	0.46697	0.046023	1.2445	0.52052	0.98127	0.21332	0.45529
sll0243	5	0.01596	2.4982	0.23701	0.90667	0.012481	0.070196	0.0019951	2.4982	0.23701	0.90667	0.012481	0.070196	-0.024846	-0.6632	0.73427	0.99194	0.50721	0.72074	0.026841	0.71635	0.712	0.99154	0.47377	0.69152
sll0240	5	0.019889	1.7897	0.16882	0.82838	0.073509	0.22117	0.0024861	1.7897	0.16882	0.82838	0.073509	0.22117	0.0044453	0.068306	0.91188	0.99664	0.94554	0.97744	-0.0019592	-0.030101	0.94412	0.99843	0.97599	0.98972
sll0241	5	0.010003	1.9268	0.43435	0.99779	0.054004	0.18512	0.0012504	1.9268	0.43435	0.99779	0.054004	0.18512	-0.01038	-0.34007	0.9154	0.99664	0.7338	0.86316	0.01163	0.38095	0.89508	0.99698	0.70324	0.84862
kdpB	5	0.011606	2.5171	0.36616	0.98169	0.011832	0.067648	0.0014507	2.5171	0.36616	0.98169	0.011832	0.067648	0.029104	1.0782	0.62857	0.99097	0.28096	0.53022	-0.027653	-1.0243	0.6483	0.99154	0.30568	0.55379
sll1606	5	-0.0047169	-0.87158	0.75049	0.99804	0.38344	0.58528	-0.00058961	-0.87158	0.75049	0.99804	0.38344	0.58528	0.020106	0.62995	0.72548	0.99194	0.52873	0.73713	-0.020696	-0.64823	0.72919	0.99154	0.51684	0.7263
slr2000	5	0.033813	1.0558	0.078351	0.57864	0.29104	0.49636	0.0042266	1.0558	0.078351	0.57864	0.29104	0.49636	-0.53172	-2.8335	0.019539	0.31861	0.0046042	0.0438	0.53594	2.8565	0.021102	0.32927	0.0042835	0.040598
slr2001	5	-0.0216	-1.5587	0.25557	0.92569	0.11907	0.29355	-0.0027	-1.5587	0.25557	0.92569	0.11907	0.29355	-0.25395	-3.1202	0.087143	0.65156	0.0018071	0.021969	0.25125	3.0871	0.091442	0.66102	0.0020213	0.023405
slr2002	5	0.012261	2.0676	0.34017	0.96983	0.03868	0.14924	0.0015327	2.0676	0.34017	0.96983	0.03868	0.14924	-0.068877	-1.9856	0.36557	0.95508	0.04708	0.19194	0.07041	2.0297	0.35541	0.948	0.042389	0.17884
slr2003	5	-0.00012069	-0.025848	0.99883	0.99922	0.97938	0.98985	-1.5087e-05	-0.025848	0.99883	0.99922	0.97938	0.98985	-0.026723	-0.97699	0.71376	0.99194	0.32857	0.57709	0.026708	0.97635	0.71258	0.99154	0.32889	0.57371
slr2004	5	-0.0072346	-0.78287	0.64947	0.99804	0.4337	0.62816	-0.00090432	-0.78287	0.64947	0.99804	0.4337	0.62816	0.057626	1.0575	0.38296	0.96647	0.29027	0.53973	-0.05853	-1.0738	0.38218	0.96024	0.28292	0.52808
slr1522	1	0.020146	1.487	0.30598	0.95384	0.13701	0.31902	0.0025183	1.487	0.30598	0.95384	0.13701	0.31902	-0.089146	-1.1248	0.43826	0.97343	0.26066	0.51094	0.091664	1.1565	0.42868	0.97166	0.24747	0.49384
slr1523	2	0.0057138	0.56588	0.77726	0.99804	0.57148	0.73527	0.00071423	0.56588	0.77726	0.99804	0.57148	0.73527	-0.018492	-0.31278	0.8642	0.99664	0.75445	0.87677	0.019206	0.32483	0.85756	0.9919	0.74531	0.8693
slr1520	5	0.0048928	1.0995	0.70477	0.99804	0.27155	0.47515	0.0006116	1.0995	0.70477	0.99804	0.27155	0.47515	-0.032218	-1.2385	0.65885	0.99194	0.21555	0.46081	0.032829	1.2619	0.65084	0.99154	0.20698	0.44887
sodB	5	0.0088176	1.3138	0.48964	0.99779	0.18891	0.38526	0.0011022	1.3138	0.48964	0.99779	0.18891	0.38526	0.061846	1.5728	0.35444	0.94977	0.11576	0.33079	-0.060744	-1.5446	0.36479	0.94952	0.12244	0.33873
slr1524	1	0.0035316	0.32636	0.95115	0.99804	0.74415	0.84933	0.00044145	0.32636	0.95115	0.99804	0.74415	0.84933	0.026036	0.41109	0.74697	0.99194	0.681	0.83422	-0.025595	-0.40407	0.75166	0.99154	0.68616	0.83781
slr2128	5	-0.0065024	-0.99733	0.67663	0.99804	0.31861	0.52147	-0.0008128	-0.99733	0.67663	0.99804	0.31861	0.52147	-0.052248	-1.355	0.47382	0.97626	0.17543	0.41221	0.051435	1.3335	0.47909	0.97509	0.18236	0.41885
slr2127	5	-0.0048584	-0.77075	0.74345	0.99804	0.44085	0.63343	-0.00060731	-0.77075	0.74345	0.99804	0.44085	0.63343	-0.017065	-0.45929	0.82943	0.99194	0.64603	0.81237	0.016458	0.44284	0.82786	0.99154	0.65788	0.81744
slr2126	5	0.0097731	1.3113	0.44549	0.99779	0.18976	0.3859	0.0012216	1.3113	0.44549	0.99779	0.18976	0.3859	-0.0195	-0.44491	0.7968	0.99194	0.65638	0.81935	0.020722	0.47268	0.78156	0.99154	0.63644	0.80289
slr2125	5	-0.0018565	-0.27677	0.90309	0.99804	0.78195	0.87409	-0.00023206	-0.27677	0.90309	0.99804	0.78195	0.87409	0.0026829	0.067915	0.92946	0.99664	0.94585	0.97751	-0.002915	-0.073771	0.9322	0.99843	0.94119	0.9753
hhoB	5	-0.0062795	-0.64234	0.68386	0.99804	0.52065	0.69465	-0.00078494	-0.64234	0.68386	0.99804	0.52065	0.69465	-0.089098	-1.5534	0.26631	0.91167	0.12033	0.338	0.088314	1.5396	0.27218	0.91524	0.12366	0.34058
slr2123	5	0.024157	2.3176	0.12759	0.74036	0.020472	0.098658	0.0030196	2.3176	0.12759	0.74036	0.020472	0.098658	-0.012589	-0.20556	0.88589	0.99664	0.83713	0.92238	0.015608	0.25482	0.84017	0.99154	0.79887	0.90037
spsA	5	-0.006582	-1.2556	0.67311	0.99804	0.20928	0.40936	-0.00082274	-1.2556	0.67311	0.99804	0.20928	0.40936	0.041158	1.3398	0.51563	0.98134	0.18031	0.41912	-0.04198	-1.3664	0.51485	0.98127	0.17181	0.40767
slr2121	5	0.0025964	0.50672	0.84486	0.99804	0.61235	0.76365	0.00032455	0.50672	0.84486	0.99804	0.61235	0.76365	0.033234	1.107	0.58792	0.99097	0.26829	0.51874	-0.03291	-1.0961	0.59476	0.99124	0.27305	0.52008
slr2120	5	0.0086912	1.581	0.49297	0.99779	0.11388	0.28472	0.0010864	1.581	0.49297	0.99779	0.11388	0.28472	-0.0086108	-0.26706	0.93396	0.99664	0.78943	0.89469	0.0096972	0.30071	0.91716	0.99703	0.76364	0.88192
sll1157	3	-0.0032772	-0.67997	0.7925	0.99804	0.49652	0.67635	-0.00040965	-0.67997	0.7925	0.99804	0.49652	0.67635	0.013761	0.48718	0.81262	0.99194	0.62613	0.79894	-0.01417	-0.50162	0.81594	0.99154	0.61593	0.79125
sll1613	5	0.0018914	0.38484	0.88648	0.99804	0.70036	0.822	0.00023642	0.38484	0.88648	0.99804	0.70036	0.822	-0.093071	-3.2334	0.25225	0.89601	0.0012233	0.01674	0.093307	3.2414	0.25361	0.89917	0.0011896	0.016022
sll1611	5	0.010956	1.7947	0.39371	0.99029	0.072706	0.21979	0.0013695	1.7947	0.39371	0.99029	0.072706	0.21979	-0.10751	-3.0067	0.20907	0.85395	0.0026409	0.02913	0.10888	3.0448	0.20653	0.85036	0.0023281	0.026361
sll1595	5	0.011888	1.663	0.35502	0.97271	0.09631	0.26039	0.0014859	1.663	0.35502	0.97271	0.09631	0.26039	-0.040363	-0.96239	0.57522	0.98496	0.33585	0.58221	0.041849	0.99768	0.55764	0.98127	0.31843	0.5647
slr1262	5	0.0071589	1.5142	0.57308	0.99779	0.12998	0.30985	0.00089487	1.5142	0.57308	0.99779	0.12998	0.30985	0.0096353	0.34789	0.84584	0.99244	0.72792	0.86013	-0.0087405	-0.31555	0.86206	0.99191	0.75235	0.87492
pds	5	-0.045704	-4.1386	0.033411	0.36933	3.4945e-05	0.000552	-0.005713	-4.1386	0.033411	0.36933	3.4945e-05	0.000552	0.077819	1.1933	0.26749	0.91167	0.23276	0.48066	-0.083532	-1.2805	0.24482	0.89533	0.20038	0.44128
sll1590	5	0.0009548	0.11808	0.94158	0.99804	0.90601	0.95039	0.00011935	0.11808	0.94158	0.99804	0.90601	0.95039	-0.014746	-0.31076	0.85873	0.9966	0.75598	0.87735	0.014865	0.31322	0.84975	0.9919	0.75411	0.87637
sll1592	5	0.0075875	1.4908	0.55119	0.99779	0.13601	0.31829	0.00094844	1.4908	0.55119	0.99779	0.13601	0.31829	0.060492	2.0319	0.36186	0.94977	0.042165	0.18059	-0.059543	-1.9999	0.37358	0.95224	0.045511	0.18679
sll0253	5	0.006257	1.2584	0.61782	0.99779	0.20825	0.40904	0.00078213	1.2584	0.61782	0.99779	0.20825	0.40904	-0.0095593	-0.32788	0.92419	0.99664	0.743	0.86978	0.010341	0.35466	0.90953	0.99701	0.72284	0.85716
slr1512	5	0.068715	1.6578	0.016608	0.2381	0.097351	0.26196	0.0085894	1.6578	0.016608	0.2381	0.097351	0.26196	-0.66621	-2.7472	0.010746	0.21073	0.0060099	0.051869	0.6748	2.783	0.012114	0.22711	0.005386	0.047774
sll1608	5	-0.0043757	-0.90475	0.7669	0.99804	0.3656	0.56874	-0.00054697	-0.90475	0.7669	0.99804	0.3656	0.56874	0.027686	0.97106	0.64224	0.99097	0.33152	0.57892	-0.028233	-0.98993	0.64107	0.99154	0.32221	0.56688
ssl0438	2	0.003365	0.38476	0.90719	0.99804	0.70042	0.822	0.00042062	0.38476	0.90719	0.99804	0.70042	0.822	0.048039	0.93736	0.56819	0.9835	0.34857	0.59337	-0.047618	-0.92902	0.57679	0.98735	0.35288	0.59783
kdpA	5	0.015108	2.234	0.25479	0.92493	0.025486	0.11392	0.0018885	2.234	0.25479	0.92493	0.025486	0.11392	0.019361	0.48868	0.73681	0.99194	0.62507	0.79829	-0.017472	-0.44096	0.76553	0.99154	0.65924	0.81833
ilvB	5	0.0024148	0.56867	0.85463	0.99804	0.56958	0.73376	0.00030185	0.56867	0.85463	0.99804	0.56958	0.73376	-0.06711	-2.6925	0.37534	0.9605	0.0070918	0.058167	0.067411	2.7043	0.37515	0.95285	0.0068447	0.05623
slr2117	1	0.064416	1.3157	0.041422	0.42315	0.18826	0.38454	0.008052	1.3157	0.041422	0.42315	0.18826	0.38454	0.27617	0.9636	0.12075	0.7128	0.33525	0.58197	-0.26812	-0.93545	0.12993	0.73673	0.34955	0.59436
ssl2781	5	-0.0023339	-0.40138	0.87651	0.99804	0.68814	0.81469	-0.00029174	-0.40138	0.87651	0.99804	0.68814	0.81469	0.0014886	0.043657	0.94392	0.99664	0.96518	0.98443	-0.0017804	-0.052206	0.94666	0.99843	0.95836	0.98177
apt	5	-0.00060287	-0.12568	0.97343	0.99804	0.89998	0.94757	-7.5359e-05	-0.12568	0.97343	0.99804	0.89998	0.94757	0.022935	0.81694	0.69363	0.99194	0.41396	0.6505	-0.023011	-0.81956	0.69852	0.99154	0.41247	0.64759
ssr2194	4	0.010935	1.3329	0.41383	0.99779	0.18256	0.37646	0.0013669	1.3329	0.41383	0.99779	0.18256	0.37647	0.07056	1.4648	0.34975	0.94939	0.14298	0.37059	-0.069193	-1.436	0.3642	0.94952	0.151	0.3792
sll1995	5	-0.0010571	-0.20585	0.94588	0.99804	0.83691	0.90773	-0.00013213	-0.20585	0.94588	0.99804	0.83691	0.90773	-0.011136	-0.36949	0.90445	0.99664	0.71177	0.85266	0.011004	0.36505	0.90152	0.99698	0.71508	0.8546
slr1717	5	-0.0037364	-0.58821	0.79953	0.99804	0.55639	0.72292	-0.00046705	-0.58821	0.79953	0.99804	0.55639	0.72292	0.055521	1.4849	0.39586	0.96649	0.13757	0.36255	-0.055988	-1.497	0.39918	0.9637	0.1344	0.35648
slr2124	5	0.016539	2.2644	0.22333	0.90356	0.023549	0.10859	0.0020673	2.2644	0.22333	0.90356	0.023549	0.10859	-0.083229	-1.9455	0.29054	0.9259	0.051719	0.20283	0.085296	1.9936	0.2837	0.92058	0.046194	0.18819
prmA	5	0.0081002	1.4875	0.52501	0.99779	0.13687	0.319	0.0010125	1.4875	0.52501	0.99779	0.13687	0.319	0.0042382	0.13293	0.91325	0.99664	0.89425	0.95468	-0.0032256	-0.10117	0.92849	0.99843	0.91942	0.96505
guaB	5	-0.015342	-1.4143	0.38159	0.98294	0.15728	0.34604	-0.0019177	-1.4143	0.38159	0.98294	0.15728	0.34604	-0.062267	-0.9685	0.40328	0.96811	0.3328	0.58011	0.060349	0.93842	0.4154	0.96419	0.34803	0.59228
ssl3127	2	0.0068538	0.8277	0.71278	0.99804	0.40784	0.60467	0.00085672	0.8277	0.71278	0.99804	0.40784	0.60467	0.034107	0.70439	0.67409	0.99194	0.48119	0.70331	-0.033251	-0.68666	0.68445	0.99154	0.4923	0.70557
lap	5	0.00025344	0.047657	0.97909	0.99804	0.96199	0.98025	3.1681e-05	0.047657	0.97909	0.99804	0.96199	0.98025	0.082677	2.6485	0.24482	0.89181	0.008085	0.062791	-0.082646	-2.6469	0.24795	0.89619	0.0081222	0.061493
sll1586	5	0.070705	1.3547	0.015045	0.2219	0.1755	0.36767	0.0088382	1.3547	0.015045	0.2219	0.1755	0.36767	-0.4359	-1.4289	0.033998	0.43103	0.15304	0.3834	0.44474	1.4579	0.034779	0.43842	0.14487	0.37155
dfp	5	-0.037925	-3.6183	0.063111	0.52769	0.00029652	0.0036133	-0.0047406	-3.6183	0.063111	0.52769	0.00029652	0.0036133	0.15299	2.4898	0.056858	0.54376	0.012781	0.085958	-0.15773	-2.5665	0.053341	0.52907	0.010273	0.073227
norA	5	-0.015558	-1.8779	0.37691	0.98294	0.060399	0.19669	-0.0019447	-1.8779	0.37691	0.98294	0.060399	0.19669	0.032328	0.66624	0.59594	0.99097	0.50526	0.71982	-0.034273	-0.70625	0.58284	0.98906	0.48003	0.69617
sll1241	5	0.018322	0.84362	0.18992	0.86094	0.39888	0.59727	0.0022902	0.84362	0.18992	0.86094	0.39888	0.59727	-0.26957	-2.1105	0.082259	0.64625	0.034818	0.1593	0.27186	2.1286	0.083822	0.64608	0.033286	0.15395
sll1411	5	0.01118	1.7093	0.38433	0.9835	0.087401	0.24605	0.0013975	1.7093	0.38433	0.9835	0.087401	0.24605	-0.014493	-0.37657	0.86049	0.99664	0.7065	0.85049	0.015891	0.41277	0.83607	0.99154	0.67977	0.83351
spsC	5	0.0055986	1.0959	0.66178	0.99804	0.27314	0.47738	0.00069982	1.0959	0.66178	0.99804	0.27314	0.47738	0.052619	1.7574	0.41774	0.96864	0.078854	0.26305	-0.051919	-1.7338	0.42771	0.97116	0.082959	0.26992
hflX	5	0.011801	2.4078	0.35854	0.9771	0.016051	0.083997	0.0014752	2.4078	0.35854	0.9771	0.016051	0.083997	0.011673	0.4069	0.82337	0.99194	0.68408	0.83619	-0.010198	-0.35545	0.84506	0.99154	0.72225	0.85677
apcC	5	-0.018643	-3.3795	0.30715	0.95384	0.00072624	0.0075393	-0.0023304	-3.3795	0.30715	0.95384	0.00072624	0.0075393	-0.023701	-0.73172	0.74541	0.99194	0.46434	0.69204	0.02137	0.65968	0.77276	0.99154	0.50946	0.72184
cyp	5	0.00029455	0.049414	0.97597	0.99804	0.96059	0.97951	3.6819e-05	0.049414	0.97597	0.99804	0.96059	0.97951	-0.0081683	-0.23203	0.93923	0.99664	0.81651	0.91183	0.0082051	0.233	0.93669	0.99843	0.81576	0.90834
sll1982	1	0.0095287	0.79926	0.68073	0.99804	0.42414	0.61951	0.0011911	0.79926	0.68073	0.99804	0.42414	0.61951	-0.080486	-1.1551	0.48417	0.9781	0.24805	0.49687	0.081678	1.1722	0.47733	0.97509	0.24114	0.48684
apqZ	5	0.0016005	0.1463	0.90406	0.99804	0.88369	0.93802	0.00020006	0.1463	0.90406	0.99804	0.88369	0.93802	-0.17737	-2.7664	0.12642	0.72452	0.0056678	0.050186	0.17757	2.7694	0.12876	0.73304	0.0056166	0.049391
slr0270	5	0.012976	2.1172	0.31751	0.95599	0.034247	0.13801	0.001622	2.1172	0.31751	0.95599	0.034247	0.13801	-0.012517	-0.3489	0.88707	0.99664	0.72716	0.86009	0.014139	0.39408	0.86166	0.9919	0.69352	0.8417
ftsY	5	-0.043089	-2.7751	0.04025	0.41365	0.0055178	0.038685	-0.0053862	-2.7751	0.04025	0.41365	0.0055178	0.038685	0.0050791	0.054646	0.9027	0.99664	0.95642	0.98121	-0.010465	-0.11254	0.84252	0.99154	0.9104	0.96026
sll1988	5	-0.0048512	-0.84483	0.74385	0.99804	0.3982	0.59653	-0.0006064	-0.84483	0.74385	0.99804	0.3982	0.59653	0.046294	1.3765	0.47147	0.97626	0.16867	0.4044	-0.0469	-1.3944	0.47343	0.97509	0.1632	0.39474
sll1415	5	0.005137	0.96096	0.68914	0.99804	0.33657	0.54101	0.00064212	0.96096	0.68914	0.99804	0.33657	0.54101	-0.042769	-1.3649	0.55002	0.98143	0.17228	0.40953	0.043411	1.3853	0.54416	0.98127	0.16597	0.3986
isiB	5	-0.0021965	-0.41466	0.8855	0.99804	0.67839	0.80744	-0.00027456	-0.41466	0.8855	0.99804	0.67839	0.80744	-0.011615	-0.37213	0.8982	0.99664	0.70979	0.85137	0.01134	0.36324	0.89879	0.99698	0.71643	0.8549
isiA	5	-0.010618	-0.70762	0.52657	0.99779	0.47918	0.66318	-0.0013272	-0.70762	0.52657	0.99779	0.47918	0.66318	0.049001	0.55599	0.44803	0.97343	0.57821	0.77007	-0.050328	-0.57094	0.44216	0.97294	0.56804	0.76081
serA	5	0.0087022	0.64842	0.49258	0.99779	0.51671	0.69066	0.0010878	0.64842	0.49258	0.99779	0.51671	0.69066	0.22543	2.8531	0.0089879	0.18699	0.004329	0.041507	-0.22434	-2.8381	0.0091833	0.18577	0.0045376	0.042379
slr2101	5	0.00024467	0.038962	0.97948	0.99804	0.96892	0.98411	3.0583e-05	0.038963	0.97948	0.99804	0.96892	0.98411	0.034031	0.92117	0.5805	0.9877	0.35696	0.60244	-0.034	-0.92011	0.58578	0.99124	0.35752	0.60029
slr2100	5	-0.0097046	-0.8775	0.55881	0.99779	0.38021	0.58237	-0.0012131	-0.8775	0.55881	0.99779	0.38021	0.58237	-0.063616	-0.97523	0.39683	0.96649	0.32945	0.57794	0.062403	0.95643	0.40387	0.96419	0.33885	0.58376
slr2103	5	0.011065	1.3802	0.38824	0.98757	0.16752	0.35798	0.0013832	1.3802	0.38824	0.98757	0.16752	0.35798	-0.041843	-0.88987	0.55764	0.98143	0.37354	0.6161	0.043226	0.91917	0.54592	0.98127	0.35801	0.60035
fabZ	5	-0.12093	-6.6735	0	0	2.498e-11	1.9371e-09	-0.015117	-6.6735	0	0	2.498e-11	1.9371e-09	0.040083	0.37309	0.52462	0.98134	0.70908	0.85129	-0.0552	-0.51364	0.40348	0.96419	0.60751	0.78555
slr2105	5	0.025607	2.2003	0.1188	0.71445	0.027786	0.12019	0.0032009	2.2003	0.1188	0.71445	0.027786	0.12019	-0.089766	-1.3133	0.26417	0.91167	0.18908	0.42932	0.092967	1.3599	0.2544	0.89917	0.17385	0.40917
slr2104	5	0.0061951	1.2436	0.62251	0.99804	0.21366	0.41328	0.00077439	1.2436	0.62251	0.99804	0.21366	0.41328	-0.0173	-0.59242	0.82591	0.99194	0.55357	0.75511	0.018074	0.61885	0.81047	0.99154	0.53601	0.74004
ssl2789	2	-0.0045802	-0.37502	0.71512	0.99804	0.70765	0.82721	-0.00057253	-0.37502	0.71512	0.99804	0.70765	0.82721	-0.12627	-1.757	0.21278	0.85546	0.078911	0.26305	0.1257	1.7489	0.21395	0.85904	0.080308	0.26492
slr1726	5	0.011178	1.4954	0.38433	0.9835	0.13482	0.31728	0.0013972	1.4954	0.38433	0.9835	0.13482	0.31728	0.0025287	0.057541	0.93064	0.99664	0.95411	0.98117	-0.0011315	-0.025742	0.95369	0.99843	0.97946	0.99108
sll1906	5	-0.0012175	-0.18189	0.93611	0.99804	0.85567	0.9209	-0.00015218	-0.18189	0.93611	0.99804	0.85567	0.9209	-0.054436	-1.3859	0.4576	0.97343	0.16577	0.40087	0.054284	1.3819	0.45662	0.97294	0.16701	0.40055
sll1429	2	0.0040909	0.46744	0.86557	0.99804	0.64018	0.78031	0.00051136	0.46744	0.86557	0.99804	0.64018	0.78031	-0.026371	-0.51431	0.79621	0.99194	0.60704	0.78574	0.026882	0.52422	0.78898	0.99154	0.60013	0.78015
ndhH	5	-0.2339	-11.784	0	0	4.7443e-32	2.4281e-28	-0.029237	-11.784	0	0	4.7443e-32	2.4281e-28	0.00073376	0.0061902	0.95193	0.99664	0.99506	0.99785	-0.029971	-0.25275	0.6227	0.99154	0.80046	0.90098
sll1905	5	0.0020059	0.5263	0.87905	0.99804	0.59868	0.75413	0.00025074	0.5263	0.87905	0.99804	0.59868	0.75413	-0.042494	-1.9037	0.55315	0.98143	0.056947	0.21541	0.042744	1.9148	0.54982	0.98127	0.055519	0.20924
sll1902	5	-0.014612	-1.732	0.40367	0.99518	0.083273	0.23836	-0.0018265	-1.732	0.40367	0.99518	0.083273	0.23836	-0.027184	-0.5487	0.70907	0.99194	0.58321	0.77287	0.025357	0.51176	0.72489	0.99154	0.60882	0.78646
aroB	5	-0.046295	-4.4948	0.032239	0.36105	6.963e-06	0.00013237	-0.0057868	-4.4948	0.032239	0.36105	6.963e-06	0.00013237	0.12009	1.979	0.11528	0.70561	0.047814	0.19406	-0.12587	-2.0737	0.10356	0.68742	0.038104	0.16797
ssr2087	5	0.0052584	0.77974	0.68191	0.99804	0.43555	0.62943	0.0006573	0.77974	0.68191	0.99804	0.43555	0.62943	-0.082047	-2.0726	0.29797	0.93448	0.038213	0.16918	0.082704	2.0889	0.29504	0.92695	0.036716	0.16354
sll1428	5	0.011962	2.0976	0.35229	0.97255	0.035943	0.14305	0.0014952	2.0976	0.35229	0.97255	0.035943	0.14305	-0.059831	-1.7873	0.42067	0.96864	0.073891	0.2525	0.061326	1.8317	0.41012	0.96419	0.066999	0.23388
kpsT	5	0.00232	0.30063	0.86069	0.99804	0.7637	0.86226	0.00029	0.30063	0.86069	0.99804	0.7637	0.86226	0.01463	0.32252	0.79191	0.99194	0.74706	0.8716	-0.01434	-0.31605	0.79992	0.99154	0.75196	0.87467
slr2080	5	-0.0013991	-0.24014	0.92771	0.99804	0.81022	0.89122	-0.00017489	-0.24014	0.92771	0.99804	0.81022	0.89122	0.031137	0.90821	0.60883	0.99097	0.36377	0.60837	-0.031312	-0.91307	0.61333	0.99154	0.3612	0.60275
pma1	5	-0.0020497	-0.47422	0.89429	0.99804	0.63534	0.7768	-0.00025622	-0.47422	0.89429	0.99804	0.63534	0.7768	-0.0034299	-0.1352	0.99336	0.99823	0.89246	0.95349	0.0031737	0.12508	0.99609	0.99843	0.90046	0.95545
sll1418	5	0.017	2.499	0.21571	0.89176	0.012454	0.070121	0.002125	2.499	0.21571	0.89176	0.012454	0.070121	-0.01902	-0.47742	0.80324	0.99194	0.63306	0.80437	0.021145	0.53071	0.7755	0.99154	0.59562	0.77686
hglK	5	0.027335	2.6453	0.10668	0.67076	0.008162	0.052086	0.0034168	2.6453	0.10668	0.67076	0.008162	0.052086	-0.045992	-0.76014	0.52247	0.98134	0.44717	0.67731	0.049409	0.81653	0.49355	0.97806	0.41419	0.64867
sll1596	2	-0.00058702	-0.086337	0.89429	0.99804	0.9312	0.96592	-7.3377e-05	-0.086337	0.89429	0.99804	0.9312	0.96592	0.064669	1.6212	0.4705	0.97626	0.10498	0.31292	-0.064742	-1.6227	0.47655	0.97509	0.10465	0.30942
slr2111	5	-0.0013804	-0.28612	0.92829	0.99804	0.77479	0.87013	-0.00017255	-0.28612	0.92829	0.99804	0.77479	0.87013	-0.0098641	-0.34959	0.92126	0.99664	0.72665	0.85999	0.0096916	0.34346	0.91716	0.99703	0.73126	0.86195
apcB	5	-0.09989	-6.8239	0.00019539	0.0092593	8.8614e-12	7.9566e-10	-0.012486	-6.8239	0.00019539	0.0092593	8.8614e-12	7.9566e-10	0.028025	0.32503	0.63951	0.99097	0.74516	0.87064	-0.040512	-0.46971	0.52755	0.98127	0.63856	0.80358
slr2084	5	0.0078	2.0041	0.54103	0.99779	0.045061	0.16596	0.00097499	2.0041	0.54103	0.99779	0.045061	0.16596	0.00015135	0.0066417	0.95916	0.99664	0.9947	0.99785	0.00082364	0.036142	0.97558	0.99843	0.97117	0.98716
apcA	5	-0.11222	-5.0442	0.00019539	0.0092593	4.5536e-07	1.2597e-05	-0.014028	-5.0442	0.00019539	0.0092593	4.5536e-07	1.2597e-05	-0.060298	-0.44862	0.41891	0.96864	0.65371	0.81682	0.04627	0.34412	0.51798	0.98127	0.73076	0.86176
sll1414	5	-0.014353	-1.9709	0.40973	0.99779	0.048738	0.17437	-0.0017941	-1.9709	0.40973	0.99779	0.048738	0.17437	0.052896	1.23	0.41676	0.96864	0.21871	0.4646	-0.05469	-1.2712	0.40621	0.96419	0.20365	0.446
suhB	5	-0.010728	-1.4576	0.52188	0.99779	0.14494	0.32967	-0.001341	-1.4576	0.52188	0.99779	0.14494	0.32967	0.029743	0.68659	0.62095	0.99097	0.49234	0.71101	-0.031084	-0.71737	0.61547	0.99154	0.47315	0.69109
slr2118	5	0.0046654	0.77333	0.71727	0.99804	0.43932	0.63248	0.00058318	0.77333	0.71727	0.99804	0.43932	0.63248	-0.049266	-1.3919	0.49609	0.98134	0.16396	0.39846	0.049849	1.4082	0.49101	0.97806	0.15908	0.38974
slr2119	5	0.03495	1.209	0.073271	0.5597	0.22668	0.42809	0.0043688	1.209	0.073271	0.5597	0.22668	0.42809	-0.25293	-1.4936	0.087534	0.65156	0.13527	0.35867	0.25729	1.5194	0.088316	0.65698	0.12865	0.34783
slr1721	5	-0.0071512	-1.118	0.65201	0.99804	0.26357	0.46636	-0.0008939	-1.118	0.65201	0.99804	0.26357	0.46636	-0.017841	-0.47427	0.81809	0.99194	0.63531	0.80503	0.016947	0.45042	0.82317	0.99154	0.65241	0.81333
